video_id,user_unique_id,openness,conscientiousness,extroversion,agreeableness,neuroticism,suspect
7.06859E+18,djee_3,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98894E+18,natoforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07247E+18,legalizepink,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07002E+18,der_ziegelstein,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06399E+18,og_guerkanofficial,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07027E+18,tigran.nyc,Low,Low,Medium/Low,Low,Medium/Low,Low
7.05977E+18,letshistory,High,Medium/High,High,Normal,Low/Medium,Medium/High
7.07047E+18,rotobran,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06393E+18,military.dream,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06862E+18,enterthetruth,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06872E+18,mattypstories,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09726E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06996E+18,mr.omar2605,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06955E+18,yosidepiece,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06197E+18,kokosowy_kokosss,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.94407E+18,army.of.the.word,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0356E+18,lorydido,Medium/High,High,High,High,Medium/Low,Medium/Low
7.06886E+18,123maminur456,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07209E+18,valerisssh,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.999E+18,lukeystechtips,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05834E+18,theavalo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.96021E+18,french.military.video,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06522E+18,turbozno.geography,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06885E+18,nandatriyansah34,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04241E+18,politicsmodern_,Low,Low,Low,Low,High,Medium/High
7.05465E+18,letshistory,Low/Medium,Medium/High,High,Low,Medium/Low,Low/Medium
7.06977E+18,voiceonline,Low/Medium,Low/Medium,Low,Low,Medium/Low,Low/Medium
7.08272E+18,capnhat.news,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09846E+18,philipdefranco,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06956E+18,ronald.kray,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09883E+18,alexjheath,High,Low,Low,Low/Normal,Medium/Low,Low
7.0684E+18,ishag_77,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06898E+18,hitam_pakat,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06891E+18,ukrainerussianewsdaily,Low,High/Medium,High,Normal,Low,Medium/High
7.06685E+18,president.putin.fanpage,Low/Medium,Low,Low,Low/Normal,High/Medium,High/Medium
7.06855E+18,patrickakatsukii,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06996E+18,latif_al7,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0688E+18,rxndomvxdz_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06832E+18,newsxmegs,High,Medium/Low,High,Low,High/Medium,High/Medium
7.05762E+18,theavalo,High/Medium,Medium/Low,Medium/Low,Low,Medium/Low,Medium/Low
7.05712E+18,sebnation76,Low,Low,Low,Normal/Low,Low,Medium
7.07025E+18,obitoakatsuki_26,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.02072E+18,ruz_geograf,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.9447E+18,nato__nato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06951E+18,realworldmaps,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07011E+18,skynews,High/Medium,Low/Medium,Low/Medium,Low,High,Medium/Low
7.06834E+18,nickkvnt,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0621E+18,boysontherings,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04603E+18,thelongestjourney,Low,Low/Medium,Low,Normal,Medium/Low,Medium/High
7.11351E+18,ac2alityespanol,Medium/High,High,High,Low,Medium/Low,Medium/Low
7.10417E+18,tekhas_thasuke_witko,Low,Medium/Low,Medium,Low,High/Medium,High/Medium
7.06799E+18,afatbey2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.1067E+18,vladimir_spetsnaz_new,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05763E+18,flightradar2424,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00821E+18,shootsjordan,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0692E+18,damnielrojas,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05397E+18,sunnyred55,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08506E+18,politicrap,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07316E+18,rider_italiano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05532E+18,e..r..m..a..l,Low,Low,Low,Low,Low/Medium,Low
7.06496E+18,philllo2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06805E+18,nikbarbieri,Medium/High,Medium/High,Medium,Normal/Low,Medium/Low,Medium/Low
6.98168E+18,shtefan_01,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06942E+18,06lx,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0763E+18,ralf_t,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06905E+18,andrei_ind,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07086E+18,voiceonline,Medium/High,High,High,Low,Low/Medium,Low/Medium
7.07723E+18,nato.kings,Low,High/Medium,Low/Medium,Low,Medium/Low,Low
7.06638E+18,official__world_news,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06954E+18,night_shade_games,Low/Medium,Low/Medium,Medium/Low,Low,Medium/Low,Low/Medium
7.07426E+18,giangipas,Medium/Low,Low,Low,Low,High,Medium/Low
7.00636E+18,kov.in,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08687E+18,stealth.hawk,Medium/High,Low,Medium/Low,Low,Medium/Low,Medium/Low
7.07288E+18,traptofficial,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09726E+18,visegrad24,Low,Medium,High,High/Normal,Medium/High,Medium/Low
7.06897E+18,laminaprod,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08675E+18,armadillo905,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0708E+18,justvictor11,Low/Medium,Low,Low,Low,High,Medium/Low
7.06845E+18,damnedhistory,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06051E+18,nikbarbieri,Medium/Low,High/Medium,High,Low,Medium/Low,Medium/Low
7.05834E+18,bombardamentoo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0902E+18,fwxrd,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06439E+18,nang_c.16,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06894E+18,roadman2realman_2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06793E+18,bradley_phelan,Low/Medium,Low,Low,Low/Normal,Medium/High,Low/Medium
6.92929E+18,bundeswehr_forever,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06551E+18,kamiberitahu,Medium/High,High/Medium,Medium/High,Low,Medium/Low,Medium/High
7.06902E+18,dinh_27b2,Low/Medium,Low/Medium,Medium/Low,Low,High,Medium/High
7.10479E+18,n1pp13s,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07053E+18,ahmad_hu47,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03011E+18,vongrongames,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07417E+18,muhtar_alam,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08843E+18,ervesto77,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06824E+18,maxfostercnn,High,High/Medium,High/Medium,Normal/Low,Medium/High,Medium/High
7.05982E+18,cseh.peter,High/Medium,Low/Medium,Low,Low,Medium/High,Low/Medium
7.07798E+18,bagibagi_official,Low,Medium/High,Medium,Low,High/Medium,High
6.94017E+18,warsection,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0804E+18,nato_military3,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0428E+18,rsm.ancoda,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06827E+18,arunreasey,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06929E+18,tinky.winky.id,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06559E+18,cdrm36,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06915E+18,irelands_defences,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07157E+18,boyyboii,Medium/High,High,High,Normal,Medium/Low,Medium/High
7.09984E+18,visegrad24,Low,High,Medium,Low,Medium/High,Medium/Low
7.06385E+18,alexanders0p,Low/Medium,Low,Medium/Low,Low,Medium,Low
7.06944E+18,thehomiewiththemask,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.99752E+18,the1recker2,Low,Low/Medium,High/Medium,Low,High/Medium,High
7.06846E+18,pablos_men,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05824E+18,thenewsmovement,Low/Medium,Low/Medium,Medium,Low/Normal,Medium/Low,Medium/Low
7.071E+18,doggopoland,Medium/Low,Medium/High,Low,Low,Medium/High,Medium/Low
7.08669E+18,quochoitv,Medium/Low,Medium/High,High,Normal,Low/Medium,Medium/High
7.09099E+18,military_edits81,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06881E+18,zoddev,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05765E+18,justinfo88,Medium/High,Low/Medium,Medium/Low,Normal/Low,Medium/High,High/Medium
7.06435E+18,siko.147,Medium/Low,High,High,High,Low,Medium/Low
7.07015E+18,grand_master_bossk,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97771E+18,poopiblh,Low,Medium/Low,Medium/High,High/Normal,High/Medium,High
7.07658E+18,learnwithesolarious,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07126E+18,viviallestero.com,High/Medium,Low,Low,Low,Medium/High,Medium/Low
7.06873E+18,bish_hype,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07322E+18,leonesssa12,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07081E+18,imban_,High/Medium,Medium/Low,Medium,Normal,High/Medium,High
6.98531E+18,world__military__,High/Medium,Medium/High,High,Normal/Low,Low,Low/Medium
7.10103E+18,globalmilitarynewsgmn,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06936E+18,siniar_,Medium/High,Medium,High/Medium,Normal,Low,High/Medium
7.10495E+18,tv4_nyheterna,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05747E+18,tompostlethwaite,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07873E+18,glory2ua,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.937E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06861E+18,chinhlatuine2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06857E+18,rizki.4591,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0988E+18,western_military,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09157E+18,quochoitv,Medium/High,High,High,Low,High/Medium,Medium/High
7.09361E+18,tekhas_thasuke_witko,Low,Low,Low/Medium,Low,High,Medium/Low
7.07117E+18,imban_,High/Medium,Low/Medium,Medium,Low/Normal,High/Medium,High/Medium
7.08307E+18,boyyboii,Low/Medium,High/Medium,High/Medium,Normal,Low,Medium/High
7.07311E+18,arthurturaev,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05943E+18,esercito.ita_3,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07542E+18,whatifshow,High/Medium,High,High/Medium,Low,High/Medium,High/Medium
7.06875E+18,power_boy_13,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06746E+18,jessica_lucy_x,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06898E+18,ivuism,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10548E+18,paratrar,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07524E+18,zunekov,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06948E+18,s60detik,Low/Medium,High,High,Normal,Low/Medium,Medium/High
6.96014E+18,italian.patriot_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07935E+18,ade.linpetrisor,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07422E+18,neo300400,Medium/Low,High,High,Low,Medium/High,Medium/High
6.9522E+18,natoforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09061E+18,jcv_fatalbeauty,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07194E+18,sanchotut,Medium/Low,High,High,Normal,High/Medium,High/Medium
7.08934E+18,natomilitary.uk,Low,Medium/High,High/Medium,Normal,Low/Medium,Medium/High
7.05826E+18,br33x___,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09461E+18,valeriypelts,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10622E+18,bolani.shalgham,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06931E+18,dalitazka_,Medium/Low,Low/Medium,Low/Medium,Low,Medium/High,Medium/High
7.06895E+18,ghost_kiv,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08055E+18,xeeshankhan2020,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.94292E+18,futurezasoldier,Low,High/Medium,High,Low,Low/Medium,Low
7.09133E+18,boyyboii,Medium/Low,Low,Low,Low,Low/Medium,Low/Medium
7.08008E+18,dalitazka_,Medium/Low,High/Medium,Medium/High,High/Normal,Medium/Low,High/Medium
7.06424E+18,theb3st128,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06869E+18,sishiplu_07,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06864E+18,aldinopersi,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06611E+18,turkiye_countryball.tr,High/Medium,Low,Low,Normal,Medium/High,Medium/High
7.06639E+18,yazarkursadberkkan,Medium/Low,Medium/Low,High,Low,Low/Medium,Medium
7.07506E+18,konohagakure1945,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06906E+18,bifi892,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.95952E+18,world.airforce,Low/Medium,Low/Medium,Medium/Low,Low,High,Medium/High
7.06543E+18,victoriousbritannia,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07097E+18,malcontentnews,Medium/Low,Low/Medium,Low,Low,Medium/Low,Low/Medium
7.06844E+18,irishmilitarycontent,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0684E+18,axiom_matt,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06993E+18,darkie.brown,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.11356E+18,natomilitary.uk,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07102E+18,military_content36,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05993E+18,tankyboi75,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08019E+18,hiro_kun.x,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.96072E+18,military.fra,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06857E+18,coupleontour...cookie,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97166E+18,wqstyy,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06862E+18,oureall,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06788E+18,bornamutak11,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08618E+18,o_yeong_su,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06889E+18,pasha_tv,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09181E+18,hkmp5_,Low/Medium,Low,Low,Low,Low/Medium,Low
7.11036E+18,theadrenalinecouple,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06834E+18,mr.vibes.official,Medium/High,High/Medium,High,Low,Low,Medium/Low
7.06854E+18,politikrakyat,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03911E+18,military._history,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0751E+18,nato_military3,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06754E+18,italian.army,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06795E+18,news_nachrichten1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05161E+18,vasilisa_supercat,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00935E+18,sommar.mp4,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09681E+18,ervesto77,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07003E+18,_eldios_10,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06835E+18,ibrahimkaraca.76,High/Medium,Medium/High,High,Low,Low/Medium,Low
7.07256E+18,malcontentnews,High/Medium,High/Medium,High,Low,Low,Low
7.06884E+18,michaelbernardi10,Medium/High,High,High,Low,Medium/High,Medium/High
7.07471E+18,celladragon,Medium/High,Medium/High,High/Medium,Low/Normal,Medium/Low,Low/Medium
7.07692E+18,western_planet,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.11384E+18,bluecowlist,High/Medium,Medium/High,High,Normal,Low,Medium/High
7.06986E+18,.k.....kk,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05744E+18,victorymarcosrobredo,Low/Medium,High,High,Low,Medium/Low,Low
7.0988E+18,likemypostsineedclout,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.01118E+18,dutch.soldier1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09493E+18,military_weapons23,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07758E+18,roma_vas.13,High/Medium,Medium/High,Medium/High,Low,Low/Medium,Medium/High
7.09773E+18,theoneandonlymonke1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06492E+18,.plxzz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07124E+18,pechchenla,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05805E+18,letshistory,High,High,High,High,Low/Medium,Low
7.10605E+18,turkey.global,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06826E+18,orlandorodriggo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98302E+18,military_Medium_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06861E+18,global_military_thoughts,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09354E+18,tyson000003,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98227E+18,memleketimparti,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06378E+18,finn.merz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05706E+18,tuttonews365,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09123E+18,rozy.fadhila,Low/Medium,Low/Medium,Medium/Low,Low/Normal,High/Medium,High/Medium
7.0716E+18,maxfostercnn,Medium/Low,Medium/Low,Medium/Low,Low,Medium/Low,Medium/Low
7.09179E+18,nikbarbieri,Medium/Low,Medium,High,Normal,Low/Medium,Medium/High
7.03956E+18,tanushkamed,Medium/High,High,High,Low,Low/Medium,Low/Medium
7.07202E+18,meme_investment,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98308E+18,military_Medium_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.95245E+18,army_prerator,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.96023E+18,military_tik_tok,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07463E+18,eyevizuals,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0852E+18,beritainfoid,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08464E+18,24hcapnhat_giaitri,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07217E+18,gidley.tiktok,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07953E+18,maps_foryou_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.93498E+18,bundeswehr.net,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06896E+18,dayatparlente,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04037E+18,annafrancesco21,Low,Low,Low,Low,Medium/High,Medium/Low
6.9296E+18,military.hubitze.1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0578E+18,geographytestguess,Low,Low,Medium,Low,Medium/High,Medium/Low
7.06868E+18,fightclub____,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06021E+18,ww___iii,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0723E+18,dalitazka_,Medium/High,High/Medium,Medium/High,Normal/High,Medium/High,Medium/High
7.06941E+18,xvxsoleilxvx,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06825E+18,_mrbossman_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06952E+18,malcontentnews,Medium/High,Low,Low,Low,Medium/High,Medium/High
7.01748E+18,tankyboi75,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0868E+18,crafts_cosplay24,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03677E+18,dominionofcanada,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09541E+18,memories_angela_merkel,High,Medium/Low,Low,Normal/Low,High/Medium,Medium/High
7.0676E+18,germansoldier7,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.11425E+18,ac2alityespanol,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.89359E+18,_military.1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06923E+18,greek_god_christos,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06796E+18,maxfostercnn,High/Medium,High/Medium,High,High/Normal,Low/Medium,Low
7.0735E+18,derkoenik,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.95286E+18,daily.military.news,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07233E+18,mzamankhanbunerwal5599,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.9235E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06931E+18,atoadja,Low,High/Medium,Medium,Normal/High,High/Medium,High
7.05571E+18,benlikesplanes,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07912E+18,mentalnycoach,Low/Medium,High,High,Low,Low,Low
7.06827E+18,rat_02st,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0972E+18,ruzzia02,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06678E+18,italian_defence,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09743E+18,mnim.7,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00411E+18,military_staff,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00781E+18,nato__nato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0836E+18,ganka_marko,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06789E+18,the_blazing_redcoat,Medium/High,Medium,High/Medium,Low,Medium/High,Medium/High
7.06963E+18,tapymf,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07048E+18,voiceonline,Medium/Low,Medium/High,High,Low,Medium/High,Medium/Low
7.06834E+18,kully_52,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07642E+18,chabr.od.vedle_,Low,High/Medium,High,Normal,Medium/Low,Medium/High
6.95883E+18,tactical__military,Low/Medium,Low,Low,Low/Normal,Medium/High,Low/Medium
6.92169E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06008E+18,military_police1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.99697E+18,nato__nato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08028E+18,johnstone.gregory,Medium/Low,Medium/Low,High,Normal,Medium/High,High/Medium
7.07051E+18,boyyboii,Low,Low,Low,Low,Medium/Low,Low
7.06252E+18,ahmadfahripangaribowo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0683E+18,rxndomvxdz_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06726E+18,everything_military,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05371E+18,nordicforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06687E+18,wt.hercules,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06902E+18,arfkyptr,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06928E+18,macho.pm,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06864E+18,gamersmedanshitpost,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07984E+18,keemshakes92,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09699E+18,world_country_memes,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09058E+18,finn.merz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.091E+18,ervesto77,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.9701E+18,mightynato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06464E+18,ibrahimkaraca.76,Medium/Low,Medium,Medium/High,Low,Low/Medium,Medium/High
7.06919E+18,fhijay52,High/Medium,Low/Medium,Low,Low,Low,Low/Medium
7.08455E+18,nato_military3,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06855E+18,angelogrecoofficial,Medium/Low,High,High,Low,Low/Medium,Medium/Low
7.0759E+18,bale4122,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00763E+18,military_nl2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0685E+18,its_barakzai97,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05979E+18,justvideos91,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06011E+18,traudljungeisthebest,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98743E+18,natoforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08746E+18,bluecowlist,Medium/Low,Medium/Low,Medium/Low,Low,Medium/Low,Medium/Low
7.06934E+18,roadman2realman_2,Medium/High,Low/Medium,Low/Medium,Normal/Low,Medium/Low,Medium/High
7.10096E+18,dzekol.official,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.92291E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06303E+18,mik31408,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.104E+18,slava_boo,Low/Medium,High/Medium,High/Medium,Low,Medium/High,Medium/High
